Protein.Group	log2fc	ci_l	ci_r	mean_abundance	pval	adj_pval	comparison
P69434	0.22163563975688305	-0.09694450841226332	0.5402157879260294	16.965825558022207	0.1533956799826458	0.28031838332366843	WT_vs_msrC
P31825	-0.21188942818630707	-0.516586280191459	0.09280742381884488	20.915480438005783	0.15354990813077887	0.2804315930345174	WT_vs_msrC
P25552	-0.06723864221148901	-0.1640097782244831	0.02953249380150509	23.656946101074023	0.1538663972983704	0.2808408296635121	WT_vs_msrC
Q46911	-0.29165754203571836	-0.7124921914494629	0.12917710737802612	20.031847919587427	0.15482342679105934	0.28241800361226255	WT_vs_msrC
P0AFJ5	0.12701426198694676	-0.056875535703613256	0.3109040596775068	25.79581352700842	0.15609071544122555	0.2845588987557795	WT_vs_msrC
P33590	-0.13621665721667853	-0.33370371346005684	0.061270399026699784	25.768822018494063	0.15661326675017426	0.28534035830562327	WT_vs_msrC
P0AB71	0.0995017924914805	-0.04494835222484428	0.24395193720780528	31.666496998026844	0.15711523963709356	0.28608341117862635	WT_vs_msrC
P75817	-0.2500074490317523	-0.6135403920910452	0.11352549402754053	22.018740181197465	0.1577266984096039	0.28702481225556065	WT_vs_msrC
P0A9G8	-0.12537302976117815	-0.30783292241844007	0.05708686289608378	24.343815601079886	0.1580507555988226	0.287326969791096	WT_vs_msrC
P06610	0.3015894821767091	-0.1373606547857375	0.7405396191391558	26.836986840269613	0.15808183398838846	0.287326969791096	WT_vs_msrC
P0AFP9	0.2937517622302437	-0.13401280425462053	0.7215163287151078	22.987298077890433	0.15827803758018816	0.2875116295314954	WT_vs_msrC
P31433	0.09460808469363258	-0.043280990612147935	0.2324971599994131	24.816353290307976	0.15860679670354846	0.28793671157830575	WT_vs_msrC
P69808	-0.5365569346393109	-1.3200336670242547	0.246919797745633	20.60400859726905	0.15931250011764	0.2890451867806018	WT_vs_msrC
P76403	-0.14201940514533717	-0.34951610577996794	0.06547729548929362	26.25127508794484	0.15953375765788375	0.289273919762714	WT_vs_msrC
P75804	0.5763092321735215	-0.266208457595971	1.418826921943014	24.91779484467375	0.15976103817328793	0.2895132945787848	WT_vs_msrC
P09053	0.10448164538239624	-0.04839009401075903	0.2573533847755515	23.732819290787024	0.16007932300131827	0.28991720059654724	WT_vs_msrC
P05847	-0.25287047003501684	-0.6236341996902837	0.11789325962024999	19.600363397420846	0.16087849449377584	0.29096489813008647	WT_vs_msrC
P66817	-0.24460040434257735	-0.6033077506901434	0.11410694200498872	23.52060683190324	0.1609521745530572	0.29096489813008647	WT_vs_msrC
P52096	0.40908964289947036	-0.19095546145305697	1.0091347472519976	22.969057976101688	0.16102441059721703	0.29096489813008647	WT_vs_msrC
P0AE45	0.10239852175247677	-0.04780418550346596	0.2526012290084195	23.871784194302247	0.16104078929082113	0.29096489813008647	WT_vs_msrC
P0A948	0.09260024568736114	-0.04327041650436944	0.22847090787909172	23.272068027473978	0.16115445348743868	0.29099725736680104	WT_vs_msrC
P03813	-0.15802905480019191	-0.3900117431378811	0.07395363353749726	23.670466581845655	0.16133455732319776	0.29114947725961876	WT_vs_msrC
P0AFU4	0.07823760982473615	-0.03673098310889779	0.19320620275837008	23.40794431535719	0.16172567113131503	0.29168208579707205	WT_vs_msrC
P76251	0.14935336276575129	-0.07056812444292754	0.3692748499744301	23.29656824213504	0.16250826880329428	0.2929197087148347	WT_vs_msrC
P0A9F6	0.1566206643025545	-0.07413810575638016	0.38737943436148914	25.255158952754098	0.16273436912441117	0.29315337745648223	WT_vs_msrC
P43671	-0.08447231485388684	-0.20897140765330957	0.040026777945535885	25.056883704423168	0.16286016333240158	0.2931598174917098	WT_vs_msrC
P0AF70	-0.27875730085882466	-0.6897093305048478	0.13219472878719846	24.584306522092565	0.16295992756149685	0.2931598174917098	WT_vs_msrC
P23331	-0.07304823118450798	-0.18076725938587898	0.034670797016863014	24.866109368379146	0.1630639155913562	0.2931598174917098	WT_vs_msrC
P0AEJ2	0.8123297195148176	-0.3857422905023713	2.0104017295320062	23.256017437973373	0.1631238076270093	0.2931598174917098	WT_vs_msrC
P0AD70	0.4101405154236044	-0.19640606803384741	1.0166870988810564	14.349155737535268	0.1641676372579681	0.2948613768480881	WT_vs_msrC
P69222	0.16678725398355	-0.08006976151508044	0.4136442694821804	28.88306426252342	0.16447856567537383	0.29524534027611404	WT_vs_msrC
P0AG44	-0.10349164640814479	-0.25676948733659877	0.04978619452030919	31.570448439488377	0.16473685396402948	0.29543402994066953	WT_vs_msrC
P25745	-0.1446035121221172	-0.35879364373894596	0.06958661949471157	25.64562829718133	0.16477811146740207	0.29543402994066953	WT_vs_msrC
P76339	0.13968177114556468	-0.06737121721934641	0.3467347595104758	21.71244119597256	0.1650629454610003	0.2957702189009316	WT_vs_msrC
Q46863	-0.19757909177105049	-0.49082871452279747	0.0956705309806965	24.46080654590079	0.16555542250909816	0.29647786034481394	WT_vs_msrC
P0AE39	0.10953393538474643	-0.05326094797464112	0.27232881874413395	23.518691897282984	0.1660848938789301	0.29725087897412755	WT_vs_msrC
P15028	-0.39811707096001925	-0.9906030216705859	0.1943688797505474	21.468507456970435	0.1665969341997503	0.2979918087304539	WT_vs_msrC
P77293	-0.12038174336918317	-0.2997827752157377	0.05901928847737137	24.499390785680554	0.1671291457339088	0.2987679258149111	WT_vs_msrC
P75830	-0.09139317584952877	-0.2276465981403881	0.04486024644133055	22.839483251416823	0.1672802297151261	0.29886220934995195	WT_vs_msrC
P02919	-0.07909367130979206	-0.1971311299388866	0.03894378731930247	27.522152587124715	0.16767705153941717	0.29939515841850106	WT_vs_msrC
P19926	0.10210099968779573	-0.05039187368411016	0.2545938730597016	28.930850324177268	0.1679821623264397	0.299763823435144	WT_vs_msrC
P0ADM8	-0.2028842924471128	-0.5064115206441392	0.10064293574991356	22.128938363906247	0.16863499939965415	0.30075220843635503	WT_vs_msrC
P14081	0.08023917207345121	-0.040228995085186195	0.2007073392320886	24.5384402979156	0.1700133274465256	0.3029964345977569	WT_vs_msrC
P76231	0.6791693607585714	-0.34071833267270724	1.69905705418985	21.152007661873476	0.17009276650996158	0.3029964345977569	WT_vs_msrC
P0AFE4	0.18389697579905828	-0.09257697866246795	0.4603709302605845	26.046283228272536	0.17054719967900586	0.3036279670910948	WT_vs_msrC
P39360	-0.3693861758614503	-0.9253588331966083	0.1865864814737077	18.65419452389266	0.17099114294410986	0.3042400956716334	WT_vs_msrC
P37692	-0.08710676074287349	-0.21849039740477524	0.044276875919028263	24.181930730126766	0.17181757399160044	0.30553166024603495	WT_vs_msrC
P0ACN7	-0.09669331933903536	-0.24267625149422564	0.04928961281615493	22.99077793018142	0.17219337173837276	0.30602085187889755	WT_vs_msrC
P46837	-0.06722792395600052	-0.168876419564605	0.034420571652603954	25.221076708557234	0.1727770185633596	0.306878643725336	WT_vs_msrC
P0A6L9	-0.26488974244658436	-0.6665168613910613	0.13673737649789253	23.72435234681821	0.17386998908387355	0.30863954253848813	WT_vs_msrC
P0C0T5	0.12331280581598492	-0.06388427601058083	0.31050988764255066	21.92383584871707	0.17435369491718214	0.3093175007900271	WT_vs_msrC
P30855	0.13732414572585938	-0.0712524718116809	0.3459007632633997	29.643524891277302	0.17456061159342637	0.309326827925307	WT_vs_msrC
P0ACX9	-0.44946477004365093	-1.132143663173927	0.23321412308662526	16.44656330144218	0.17456252382096135	0.309326827925307	WT_vs_msrC
P0A8H8	-0.5020709173423548	-1.264952747109351	0.2608109124246413	22.07399655738563	0.17471825259439291	0.30942235992678324	WT_vs_msrC
P0ABF4	-0.35064291704936323	-0.8847153469219032	0.18342951282317677	22.7758401945913	0.17566708877069667	0.3109215391812156	WT_vs_msrC
P0AB12	-0.08760329236534403	-0.22146085103753432	0.04625426630684626	24.947547667389284	0.17693261635735186	0.3127699090221376	WT_vs_msrC
P75948	0.2581045570981324	-0.13636784537214092	0.6525769595684057	20.006215950365025	0.17702258839380994	0.3127699090221376	WT_vs_msrC
P32125	0.24796256798425986	-0.13119557585134006	0.6271207118198598	22.325729442741824	0.1772175321259814	0.3127699090221376	WT_vs_msrC
P31460	0.10904860540851047	-0.057698737327680716	0.27579594814470165	23.561419656209722	0.1772216847116612	0.3127699090221376	WT_vs_msrC
P0AG18	0.09075813397295462	-0.048022565997187044	0.2295388339430963	26.116346687501384	0.17722598990987853	0.3127699090221376	WT_vs_msrC
P0ACM9	-0.10815940623952613	-0.27361846786218325	0.05729965538313095	22.94704777141033	0.17739307417029354	0.3128830832289739	WT_vs_msrC
P64636	-0.4020557684826578	-1.0176231487314489	0.21351161176613342	21.09808934229451	0.17772518667878592	0.3132870315062822	WT_vs_msrC
P77667	0.5933652691271263	-0.31621245878970794	1.5029429970439605	23.27882979664097	0.17820901925732494	0.3139578026220351	WT_vs_msrC
P37660	-1.1950956408379199	-3.0284205250227565	0.6382292433469168	17.657607827826137	0.17850144331102089	0.3142907799665078	WT_vs_msrC
P33941	0.29423705160237645	-0.157416867164547	0.7458909703693	22.116840020116346	0.1787505566977714	0.3145471579644049	WT_vs_msrC
P0AD47	0.2666797730489421	-0.14297064920817854	0.6763301953060628	24.771201740528856	0.17903951195252613	0.3148733083470642	WT_vs_msrC
Q46855	0.11713501920335645	-0.06307208522083171	0.29734212362754464	22.1629293805742	0.1796474060965805	0.3157529815448286	WT_vs_msrC
P0A8P3	-0.3689872506089138	-0.9368023378339791	0.19882783661615155	25.974704665306337	0.17974890114519898	0.3157529815448286	WT_vs_msrC
P0AFI0	-0.25742630334960737	-0.6536678120002557	0.13881520530104097	24.23574634055706	0.17985140212375725	0.3157529815448286	WT_vs_msrC
P02358	0.16904667828178432	-0.09151218288129753	0.4296055394448662	31.222325802325354	0.1803962522425209	0.3165266804647927	WT_vs_msrC
P00893	0.11848365409018413	-0.06424078197611191	0.3012080901564802	21.49436701169079	0.18061633074196373	0.31672996487295313	WT_vs_msrC
P0AFB1	0.07954512539536651	-0.04332941034272285	0.20241966113345589	24.195019268338424	0.18127091075453625	0.3176945200594208	WT_vs_msrC
P77625	0.23760096247730544	-0.1296766560495321	0.604878581004143	23.66883177310637	0.18154583341699612	0.3179929612416434	WT_vs_msrC
P76268	0.0881573004980325	-0.04825125780996167	0.22456585880602667	25.797342874061172	0.18194942194587133	0.3185162979801284	WT_vs_msrC
P76550	-0.09106687613692088	-0.23204181566198737	0.0499080633881456	25.34606092682066	0.18213250294837793	0.31865323918256794	WT_vs_msrC
P77529	0.11795503607189772	-0.06472051359737815	0.30063058574117363	25.323673931538536	0.1823011560162445	0.3187647946682204	WT_vs_msrC
P28635	0.14891103812522744	-0.0818698717711486	0.37969194802160344	26.837132828169533	0.1825869691437368	0.3190809656284164	WT_vs_msrC
P77650	0.23103402774849613	-0.12775861168385855	0.58982666718085075	19.337582165755073	0.1834152723703241	0.32025032525701835	WT_vs_msrC
P0A8W2	0.0996189532973446	-0.055107732504429074	0.2543456390991183	26.176862042818783	0.1834668694545801	0.32025032525701835	WT_vs_msrC
P31666	0.10840674507523218	-0.06012024660563564	0.2769337367561	18.466496872382486	0.1838283944285168	0.3206971817843069	WT_vs_msrC
P30860	0.1900841718120887	-0.10705425179061023	0.48722259541478763	23.44184710948395	0.18605947231256345	0.3244031763384282	WT_vs_msrC
P0AD19	0.3536867854801855	-0.19959564806735497	0.906969219027726	19.342419960184646	0.186353287867606	0.32467896431500604	WT_vs_msrC
P76344	0.23822316947091338	-0.13450801233535703	0.6109543512771838	21.47415683450072	0.18643132370177215	0.32467896431500604	WT_vs_msrC
P69488	-0.9709195247367184	-2.4913247711805844	0.5494857217071476	17.706202392026732	0.18677128923849445	0.3250847353927747	WT_vs_msrC
P60595	0.23879563802865889	-0.1352448228694101	0.6128360989267279	23.663744995151784	0.18687962635062744	0.32508711189442285	WT_vs_msrC
P16525	0.11581038808114386	-0.0659008079739046	0.29752158413619234	21.948013152571093	0.1875727453035224	0.32604859269979974	WT_vs_msrC
P37682	0.12367056152983835	-0.07040901825873666	0.3177501413184134	21.55282388626878	0.18764691958932206	0.32604859269979974	WT_vs_msrC
P76502	-0.8247275490067842	-2.11950411926193	0.4700490212483617	19.77844199618292	0.18780665459543913	0.3261396704660226	WT_vs_msrC
P00452	-0.08106218700923762	-0.20843095084060495	0.046306576822129714	27.006909594056925	0.18814373273417723	0.3265384373381865	WT_vs_msrC
P33644	0.10659406061940757	-0.06133183107529375	0.27451995231410886	24.94177521685057	0.1892118494568346	0.3281166433082653	WT_vs_msrC
P0A927	0.28390489757646264	-0.16346037506001426	0.7312701702129396	27.739820931186983	0.189310084999244	0.3281166433082653	WT_vs_msrC
P43340	-0.14437770654175353	-0.37195839437564865	0.0832029812921416	25.988801277779565	0.1894469573355424	0.3281166433082653	WT_vs_msrC
P69330	-0.8520819172647833	-2.1953326424095563	0.49116880787998984	19.26325928251816	0.1894849322165204	0.3281166433082653	WT_vs_msrC
P0AAV4	0.26860895280369945	-0.15503941551730566	0.6922573211247045	23.749551996498603	0.18968140296887873	0.32826980844101505	WT_vs_msrC
P37019	0.126020733888776	-0.0729178422139779	0.3249593099915299	22.53361173499172	0.19004949722447012	0.3287196483011751	WT_vs_msrC
P08192	-0.0913229437336831	-0.23561898290252575	0.052973095435159545	25.083821632068076	0.19042308879461928	0.3291784794350671	WT_vs_msrC
P52130	-0.8777453291660215	-2.2650239534279923	0.5095332950959492	18.25137810568079	0.19053654363099284	0.32918735423228385	WT_vs_msrC
P10371	0.09466779506452028	-0.05509809122404677	0.24443368135308732	23.40820938822822	0.19092740126923705	0.32967521162341556	WT_vs_msrC
P10378	0.6407237274053514	-0.375388649221968	1.656836104032671	20.815909701015133	0.1919262412228988	0.3312117246316805	WT_vs_msrC
P0A951	0.12241050220127292	-0.07181509248575371	0.3166360968882995	24.621200550212986	0.19213075860299844	0.3313764900082362	WT_vs_msrC
P23845	0.47523221582729036	-0.279299827977997	1.2297642596325777	24.436170644955556	0.19239876714588908	0.3316505123972529	WT_vs_msrC
P0AFT2	-0.11101599466672951	-0.28757330018575367	0.06554131085229464	23.690066826218324	0.19308663083184074	0.33251152654891436	WT_vs_msrC
P18196	0.10264477285285878	-0.060633572963102955	0.2659231186688205	28.307751337523197	0.19317322182808894	0.33251152654891436	WT_vs_msrC
P0AAC0	-0.10359811569367139	-0.26848431408974494	0.06128808270240216	28.598214631542795	0.19340078353816928	0.33251152654891436	WT_vs_msrC
P52067	-0.2916863494533075	-0.7559755331287382	0.1726028342221232	23.04033274515604	0.19343862218935526	0.33251152654891436	WT_vs_msrC
P0AEC3	-0.09077173354273782	-0.23525920496001002	0.053715737874534375	25.40398183762672	0.19344533693270172	0.33251152654891436	WT_vs_msrC
P0A8M3	0.10174401363893182	-0.060366903906435926	0.2638549311842996	28.762301697297026	0.19384632235521912	0.33301242150226734	WT_vs_msrC
P32677	0.10568859341154635	-0.06281318308539724	0.27419036990848994	21.540628577102986	0.19410473515445628	0.3332679605279054	WT_vs_msrC
P76594	-0.19080360411152952	-0.4951646764057342	0.11355746818267515	26.96912879721416	0.19431893726139338	0.3334473463226281	WT_vs_msrC
P0AG07	-0.2788468837277769	-0.7259820507942005	0.16828828333864676	26.9275569828341	0.19647412393303615	0.33695534008605915	WT_vs_msrC
P76176	0.19972087049131204	-0.1208501283372988	0.5202918693199229	23.119112857853235	0.19688111468909467	0.3374628920136259	WT_vs_msrC
P52119	0.0870459254879421	-0.05272229505776832	0.22681414603365252	23.9894667823862	0.19703267571956012	0.3375323007394268	WT_vs_msrC
P64614	-0.6160951081890502	-1.6061642759721408	0.3739740595940404	19.943137638086878	0.19737342966351853	0.3376576612962728	WT_vs_msrC
P16456	0.06857488080418506	-0.04163333052169371	0.17878309213006383	27.34082506054428	0.1974030751786092	0.3376576612962728	WT_vs_msrC
P27832	-0.14959324748480896	-0.3900288497587617	0.09084235478914376	21.77813764922296	0.19743917871782715	0.3376576612962728	WT_vs_msrC
P0AEE8	-0.10535362425962091	-0.2749122016717368	0.06420495315249497	21.352963813707294	0.19799542082781907	0.33839125676206544	WT_vs_msrC
P00957	-0.05970184790465893	-0.15580952647703197	0.036405830667714106	30.558956085364724	0.19809083441254177	0.33839125676206544	WT_vs_msrC
P15286	0.0811230297528418	-0.05001479041925311	0.2122608499249367	22.81341368461662	0.19982348241310352	0.34095247722741	WT_vs_msrC
P0ABQ4	-0.14653668707977374	-0.3834533651594986	0.09037999099995114	25.742281125487942	0.19988613233449776	0.34095247722741	WT_vs_msrC
P0A9J0	0.0723945457336086	-0.04466249120146784	0.18945158266868503	24.246767135348186	0.19992672406029768	0.34095247722741	WT_vs_msrC
P11446	0.1971606512009778	-0.12174419917159329	0.5160655015735489	21.203055263221305	0.20006954025736143	0.34100467349530084	WT_vs_msrC
P37659	0.12717108312613945	-0.07862110194133845	0.3329632681936173	23.222155676631782	0.20026068096453853	0.3411391308583142	WT_vs_msrC
P08190	0.3662035411307123	-0.22699294488942323	0.9594000271508478	20.810539834968505	0.20067791170341662	0.34151430996044596	WT_vs_msrC
P0ADE8	-0.13034369476922691	-0.3415190079889363	0.08083161845048248	27.43013072209438	0.20075179541605603	0.34151430996044596	WT_vs_msrC
P69228	0.08294373103229091	-0.05145829440466826	0.21734575646925008	23.350581877028198	0.20081805590632346	0.34151430996044596	WT_vs_msrC
P69853	-0.31197496834333904	-0.8177313572566725	0.19378142056999437	24.48979227323364	0.20100921360378118	0.3416482103701851	WT_vs_msrC
P24224	-0.10383069751804186	-0.2723921922120215	0.06473079717593774	22.35659964515023	0.20159538414708125	0.34225861597320245	WT_vs_msrC
P39453	-0.15909068398131865	-0.41739603715583573	0.09921466919319843	21.370944729133914	0.2016491940964985	0.34225861597320245	WT_vs_msrC
P31129	0.1606422041837554	-0.10021792488038822	0.42150233324789904	20.996376267808703	0.20170621296742533	0.34225861597320245	WT_vs_msrC
P0A9W0	-0.08707135239369634	-0.22871698651079836	0.05457428172340567	23.444556648618082	0.20245542043915038	0.3433381823184029	WT_vs_msrC
P30131	0.08139404434835029	-0.05125408694002567	0.21404217563672626	23.60330688986883	0.20320632097996918	0.3444194140870755	WT_vs_msrC
P19931	0.8077996522978594	-0.5092416438018199	2.124840948397539	18.714023143733243	0.20338656336732464	0.3445327570085282	WT_vs_msrC
P21156	0.43356013913434666	-0.2743233399343281	1.1414436182030214	25.293805088819166	0.20398066044215699	0.34534664461488307	WT_vs_msrC
P0A8R9	0.10671845703067717	-0.06757426352289281	0.28101117758424715	23.89143888421236	0.20410335197831977	0.3453619636203306	WT_vs_msrC
P0AGI8	0.1278337564990224	-0.0812180386059155	0.3368855516039603	23.810269131657407	0.20465179413975598	0.3460972745635606	WT_vs_msrC
P77376	0.12802713790564368	-0.0815746742045324	0.3376289500158198	23.77159827815164	0.20511962693879854	0.3465233911736862	WT_vs_msrC
P31466	-0.31697800689484623	-0.8359390356337788	0.20198302184408634	20.71281452783348	0.20513181333381425	0.3465233911736862	WT_vs_msrC
P67601	-1.2586087248382896	-3.3238590305096323	0.8066415808330532	21.567275073905574	0.2060754133908888	0.34767938485960326	WT_vs_msrC
P77165	0.39539811229763444	-0.25346702212340544	1.0442632467186743	22.922244971286805	0.20611206263655288	0.34767938485960326	WT_vs_msrC
P52636	-0.2302813606296361	-0.6082254123173578	0.14766269105808555	19.977810764419463	0.20615934567851435	0.34767938485960326	WT_vs_msrC
P77182	0.08701322054036353	-0.05595189151245067	0.22997833259317774	28.58424635519597	0.20662007745671213	0.34826312556347655	WT_vs_msrC
P0AE06	-0.09278270179392223	-0.24539398018900538	0.05982857660116092	27.28046539148254	0.20707989061892848	0.34884467161359406	WT_vs_msrC
P76406	0.1503197794972415	-0.09703514403384281	0.39767470302832586	22.104167425170793	0.20725896831658933	0.34895291119895566	WT_vs_msrC
P39380	-0.1770196993255091	-0.46848078478839517	0.11444138613737698	23.351842192844007	0.20750570349859868	0.34914602101057257	WT_vs_msrC
Q46858	0.2629411401364745	-0.17008920062617738	0.6959714808991264	14.804803778223905	0.20760344191053132	0.34914602101057257	WT_vs_msrC
P0AA10	0.08131339049140252	-0.05266458599836768	0.2152913669811727	31.30331946896486	0.20780861409813908	0.34929777557756897	WT_vs_msrC
P0A8N0	-0.0882621705150406	-0.23387767495173953	0.05735333392165834	23.50281638760541	0.2083536596584181	0.3500203270878566	WT_vs_msrC
P13482	0.26794936642030365	-0.1750579417949829	0.7109566746355902	25.678954969060108	0.20925245827794026	0.3513360335395914	WT_vs_msrC
P75796	-0.1404123291629169	-0.372673143365407	0.09184848503957324	26.34082163473561	0.20945913329197266	0.35148884929558527	WT_vs_msrC
P78061	-0.4063542492177348	-1.0793637727101308	0.2666552742746612	19.134193171617166	0.20999007838669442	0.35218534669821433	WT_vs_msrC
P33011	-0.12553689215861752	-0.3341441690254734	0.08307038470823835	21.152774609526688	0.2113949045608782	0.3543458990405454	WT_vs_msrC
P03030	0.1439056873732234	-0.09537318144379725	0.38318455619024405	22.338643051561657	0.21165669449344618	0.35458913702623096	WT_vs_msrC
P04993	-0.07130262665016573	-0.19016669201694406	0.047561438716612586	24.08896413705902	0.21274932472098568	0.35622324949150164	WT_vs_msrC
P77744	-0.44131517909789153	-1.1775448101257844	0.2949144519300013	17.07394960072155	0.21306160511030217	0.3563694267073411	WT_vs_msrC
P0A8I1	0.0921666861193593	-0.06159501214535848	0.24592838438407708	22.886561357230295	0.21307115772531712	0.3563694267073411	WT_vs_msrC
P76016	0.09042703807332586	-0.06056246651367092	0.24141654266032264	20.932550983336125	0.21343729710487233	0.35678544879081797	WT_vs_msrC
P76585	-0.24990225000553679	-0.6673710603229148	0.1675665603118413	23.575240393955006	0.21363834030703066	0.3569251875717791	WT_vs_msrC
P00579	0.07526794658757652	-0.05056751156972025	0.2011034047448733	28.36714591072306	0.2139703581670685	0.35728347168665997	WT_vs_msrC
P32176	0.11805021931192883	-0.07940187903885682	0.31550231766271447	26.443507003918636	0.21416820797177108	0.35741745416046805	WT_vs_msrC
P00961	-0.0709835892490176	-0.18989372131982668	0.047926542821791485	28.164770147083466	0.21482093029713467	0.358020574146956	WT_vs_msrC
P08395	-0.12898590332119042	-0.3450621381259938	0.08709033148361295	24.43058663506855	0.21482470372555504	0.358020574146956	WT_vs_msrC
P68688	-0.5303634500547822	-1.4189460754705658	0.35821917536100145	22.70761683108766	0.2148830296953102	0.358020574146956	WT_vs_msrC
P05523	0.11202986481349697	-0.07584231988391926	0.2999020495109132	22.601106783239974	0.21527978706581502	0.3584850810372668	WT_vs_msrC
P0AE70	-0.09877035179252402	-0.26479921721642563	0.06725851363137755	22.321963688434852	0.21628962120715084	0.3599694188655703	WT_vs_msrC
Q46920	-0.06550933003772386	-0.17577703751739693	0.0447583774419492	25.09529907883537	0.21686790668798767	0.36073430127246553	WT_vs_msrC
P25437	0.11336485522560835	-0.07778734897301529	0.304517059424232	26.207564472441284	0.21761158450937604	0.3617733070700185	WT_vs_msrC
P33361	0.25187094120736475	-0.17354566972476249	0.677287552139492	19.25460615110159	0.21833617153367343	0.3627794561458904	WT_vs_msrC
P0A6Q6	-0.11939482319828087	-0.32111862745125375	0.082328981054692	27.70441267858504	0.21846952001850753	0.362802661932374	WT_vs_msrC
P33029	-0.17867838636943745	-0.4806869560366339	0.12333018329775902	22.80674578882243	0.2186426494253887	0.3628918687076768	WT_vs_msrC
P0AGJ2	-0.1119503434454927	-0.30147828083323935	0.07757759394225397	24.052656417282783	0.21933381166830068	0.36366836226526567	WT_vs_msrC
P38392	0.33869743298708954	-0.2347266525547701	0.9121215185289492	20.16178216556903	0.21934982166246525	0.36366836226526567	WT_vs_msrC
P0ABH0	0.08656169485184861	-0.060144227979511494	0.23326761768320872	25.719425097430356	0.21980192543587673	0.3639789472344792	WT_vs_msrC
P0AAH0	-0.09878164940453615	-0.2662196439362523	0.06865634512717997	23.855545445447234	0.2198570855174086	0.3639789472344792	WT_vs_msrC
P0A972	0.20005075464562694	-0.13907267499885112	0.539174184290105	31.101862226201145	0.21989646170533197	0.3639789472344792	WT_vs_msrC
P07913	-0.09369304725199967	-0.2525828971985692	0.06519680269456982	27.178790149582206	0.2200655910003326	0.3640606048176433	WT_vs_msrC
P0CF40;P0CF41;P0CF42;P0CF43;P0CF44;P0CF45	-0.20260183175771473	-0.5466103721202648	0.14140670860483529	20.2635609219758	0.2205964549648045	0.36472325966120533	WT_vs_msrC
P0AFJ1	-0.2044070419579178	-0.5515694287902444	0.14275534487440883	27.807765615801912	0.2207061778601371	0.36472325966120533	WT_vs_msrC
P38038	0.5546366921831378	-0.38878720896789054	1.4980605933341662	24.198685748060107	0.22136064377138573	0.365605976315892	WT_vs_msrC
P07012	-0.08667062919882085	-0.23442095096585125	0.061079692568209554	27.16086933767742	0.22230976079913317	0.36695191602374755	WT_vs_msrC
P0AA43	0.1026509434117493	-0.07238517521949758	0.2776870620429962	25.87785156474219	0.2224170547271283	0.36695191602374755	WT_vs_msrC
P45578	0.35681547673846836	-0.2525407980246047	0.9661717515015414	28.185067063160364	0.22307445671535123	0.3678368279750148	WT_vs_msrC
P23876	0.42047910808658884	-0.29858845323041483	1.1395466694035925	18.793325887364556	0.2236676942954663	0.36861503414529395	WT_vs_msrC
P27838	-0.31225354989682685	-0.8464329486219316	0.22192584882827793	24.182526470435032	0.2238211010215969	0.36866792737378484	WT_vs_msrC
P0AA80	-0.33136624451298147	-0.8993334619705889	0.236600972944626	21.61098398456959	0.2246511194556883	0.3698346435676255	WT_vs_msrC
P0AFK2	0.1586713308889749	-0.11403468880517764	0.43137735058312743	22.51366541268661	0.22582653183575224	0.3715683975359237	WT_vs_msrC
P16095	0.09992783794264071	-0.0718884350689809	0.2717441109542623	26.5494219139738	0.2260073374603602	0.3716646637132222	WT_vs_msrC
P31224	-0.0856506083594013	-0.2330661359644589	0.0617649192456563	27.607249086883286	0.2264407198195256	0.3721759586433414	WT_vs_msrC
Q46877	0.8931256575074968	-0.6450269984202639	2.4312783134352576	17.25577127886199	0.2267139355820024	0.37223740179731546	WT_vs_msrC
P0AC16	-0.2581723012561845	-0.702845241511918	0.186500638999549	25.077652663589173	0.2267579852228108	0.37223740179731546	WT_vs_msrC
P69820	-0.6620296072417986	-1.8025322692130972	0.47847305472949997	20.833642825879625	0.22684556371458645	0.37223740179731546	WT_vs_msrC
P0A850	-0.10198394739719419	-0.2780014974382995	0.07403360264391112	30.547372145027612	0.22764893747469864	0.3730576736600087	WT_vs_msrC
P0A6J1	0.505499218753986	-0.3670200838322205	1.3780185213401923	21.653090540157045	0.2276792831377875	0.3730576736600087	WT_vs_msrC
P0A6D3	0.07652694683866557	-0.055573241318099625	0.20862713499543076	24.561693033355528	0.2277137165644344	0.3730576736600087	WT_vs_msrC
P10442	0.16930991806568585	-0.12354734760121305	0.46216718373258475	21.779589631721063	0.2285972187321559	0.3743033123529212	WT_vs_msrC
P77619	-0.12026120842440946	-0.328402865285542	0.0878804484367231	22.53149537215273	0.22885693771055804	0.37433317146588696	WT_vs_msrC
P64624	0.11501039458497786	-0.08407687362896168	0.3140976627989174	25.315464146254296	0.2289298690500487	0.37433317146588696	WT_vs_msrC
P0AF08	-0.10211637081401648	-0.2789121914390472	0.07467944981101424	27.182480253149915	0.22900008586098972	0.37433317146588696	WT_vs_msrC
P76417	-0.2916347092757583	-0.796672543323741	0.21340312477222445	18.13392920542648	0.22910816022591304	0.37433317146588696	WT_vs_msrC
P15034	0.07648858947286286	-0.05604674147938793	0.20902392042511364	27.336699547498423	0.22935851431604584	0.3745408516961114	WT_vs_msrC
P27278	0.08825942021228883	-0.0647708064693076	0.24128964689388527	24.195449638859877	0.22963979190176365	0.37479877958617597	WT_vs_msrC
P24197	-0.21726896358237013	-0.5948432611362027	0.16030533397146235	16.551267462284603	0.23062964734099928	0.37621229107315984	WT_vs_msrC
